article_url,counts
https://edmontonsun.com/news/crime/philanthropists-death-being-probed-as-murder/wcm/47e1bd24-62a2-4bc5-aeb8-231a00a1d9c7,"KILL#22#nd homicide#4#Toronto, Ontario, Canada#CA#CA08#43.6667#-79.4167#-574890;CRISISLEX_CRISISLEXREC#22#nd homicide#4#Toronto, Ontario, Canada#CA#CA08#43.6667#-79.4167#-574890;CRISISLEX_T02_INJURED#22#nd homicide#4#Toronto, Ontario, Canada#CA#CA08#43.6667#-79.4167#-574890;CRISISLEX_T03_DEAD#22#nd homicide#4#Toronto, Ontario, Canada#CA#CA08#43.6667#-79.4167#-574890;CRISISLEX_T03_DEAD#22#nd homicide#4#Toronto, Ontario, Canada#CA#CA08#43.6667#-79.4167#-574890;"
https://montreal.ctvnews.ca/quebec-police-say-suspect-arrested-after-two-children-found-dead-in-wendake-1.5141371,"KILL#2#children#4#Montreal, Quebec, Canada#CA#CA10#45.5#-73.5833#-569541;CRISISLEX_CRISISLEXREC#2#children#4#Montreal, Quebec, Canada#CA#CA10#45.5#-73.5833#-569541;CRISISLEX_T02_INJURED#2#children#4#Montreal, Quebec, Canada#CA#CA10#45.5#-73.5833#-569541;CRISISLEX_T03_DEAD#2#children#4#Montreal, Quebec, Canada#CA#CA10#45.5#-73.5833#-569541;CRISISLEX_T03_DEAD#2#children#4#Montreal, Quebec, Canada#CA#CA10#45.5#-73.5833#-569541;KILL#2##4#Quebec, Quebec, Canada#CA#CA10#47.5#-72#-571850;"
https://www.theglobeandmail.com/canada/article-quebec-police-say-suspect-arrested-after-two-children-found-dead-in-2/,"KILL#2#children#4#Quebec, Quebec, Canada#CA#CA10#47.5#-72#-571850;CRISISLEX_CRISISLEXREC#2#children#4#Quebec, Quebec, Canada#CA#CA10#47.5#-72#-571850;CRISISLEX_T02_INJURED#2#children#4#Quebec, Quebec, Canada#CA#CA10#47.5#-72#-571850;CRISISLEX_T03_DEAD#2#children#4#Quebec, Quebec, Canada#CA#CA10#47.5#-72#-571850;CRISISLEX_T03_DEAD#2#children#4#Quebec, Quebec, Canada#CA#CA10#47.5#-72#-571850;KILL#2##4#Quebec, Quebec, Canada#CA#CA10#47.5#-72#-571850;"
https://www.1310news.com/2020/10/11/quebec-police-say-suspect-arrested-after-two-children-found-dead-in-wendake/,"KILL#2#children#4#Quebec, Quebec, Canada#CA#CA10#47.5#-72#-571850;CRISISLEX_CRISISLEXREC#2#children#4#Quebec, Quebec, Canada#CA#CA10#47.5#-72#-571850;CRISISLEX_T02_INJURED#2#children#4#Quebec, Quebec, Canada#CA#CA10#47.5#-72#-571850;CRISISLEX_T03_DEAD#2#children#4#Quebec, Quebec, Canada#CA#CA10#47.5#-72#-571850;CRISISLEX_T03_DEAD#2#children#4#Quebec, Quebec, Canada#CA#CA10#47.5#-72#-571850;KILL#2##4#Quebec, Quebec, Canada#CA#CA10#47.5#-72#-571850;"
https://www.tbnewswatch.com/local-news/oiprd-commends-police-on-progress-but-says-more-work-needs-to-be-done-to-rebuild-trust-2121465,"KILL#9#sudden#4#Thunder Bay, Ontario, Canada#CA#CA08#48.4#-89.2333#-574784;"
https://www.theglobeandmail.com/canada/article-an-indigenous-mans-death-in-thunder-bay-triggered-a-historic-probe-of/,"KILL#9##4#Thunder Bay, Ontario, Canada#CA#CA08#48.4#-89.2333#-574784;KILL#7##4#Thunder Bay, Ontario, Canada#CA#CA08#48.4#-89.2333#-574784;"
https://lactualite.com/actualites/des-policiers-de-la-grc-abattent-un-autochtone-au-n-b-selon-un-chef-micmaque/,"KILL#30##4#Miramichi, New Brunswick, Canada#CA#CA04#47.0333#-65.1833#-569384;CRISISLEX_CRISISLEXREC#30##4#Miramichi, New Brunswick, Canada#CA#CA04#47.0333#-65.1833#-569384;CRISISLEX_T02_INJURED#30##4#Miramichi, New Brunswick, Canada#CA#CA04#47.0333#-65.1833#-569384;CRISISLEX_T03_DEAD#30##4#Miramichi, New Brunswick, Canada#CA#CA04#47.0333#-65.1833#-569384;CRISISLEX_T03_DEAD#30##4#Miramichi, New Brunswick, Canada#CA#CA04#47.0333#-65.1833#-569384;"
https://www.brandonsun.com/national/breaking-news/family-of-indigenous-woman-critical-of-police-investigation-into-her-death-567052042.html,"KILL#2##4#Winnipeg, Manitoba, Canada#CA#CA03#49.8833#-97.1667#-576096;CRISISLEX_T03_DEAD#2##4#Winnipeg, Manitoba, Canada#CA#CA03#49.8833#-97.1667#-576096;"
https://www.winnipegfreepress.com/canada/inuit-women-in-canadas-north-encountering-racialized-policing-report-says-567033962.html,KILL#9##1#Canada#CA#CA#60#-96#CA;
https://www.theglobeandmail.com/canada/article-murray-sinclair-has-tried-for-years-to-shock-canada-into-confronting/,"KILL#9##4#Thunder Bay, Ontario, Canada#CA#CA08#48.4#-89.2333#-574784;PROTEST#1980#parallels#4#Thunder Bay, Ontario, Canada#CA#CA08#48.4#-89.2333#-574784;STRIKE#1980#parallels#4#Thunder Bay, Ontario, Canada#CA#CA08#48.4#-89.2333#-574784;"
https://panow.com/2020/02/27/beyak-suspended-again-from-senate-despite-apology-for-posting-offensive-letters/,KILL#2000##1#Canada#CA#CA#60#-96#CA;CRISISLEX_T03_DEAD#2000##1#Canada#CA#CA#60#-96#CA;
https://kitchener.ctvnews.ca/another-trial-ordered-for-hamilton-area-man-who-killed-would-be-car-thief-1.4829545,KILL#6#Nations residents#1#Canada#CA#CA#60#-96#CA;
https://canadiandimension.com/articles/view/inquiry-needed-into-police-violence-against-indigenous-peoples,"KILL#62##4#Saskatchewan, Manitoba, Canada#CA#CA03#52.15#-97.7167#-575075;KILL#58##1#Canada#CA#CA#60#-96#CA;KILL#64##4#Winnipeg, Manitoba, Canada#CA#CA03#49.8833#-97.1667#-576096;CRISISLEX_T03_DEAD#64##4#Winnipeg, Manitoba, Canada#CA#CA03#49.8833#-97.1667#-576096;KILL#2013##1#Canada#CA#CA#60#-96#CA;CRISISLEX_T03_DEAD#2013##1#Canada#CA#CA#60#-96#CA;ARREST#30##1#Canada#CA#CA#60#-96#CA;KILL#461##1#Canada#CA#CA#60#-96#CA;"
https://thewalrus.ca/a-new-sound-for-inuit-music/,KILL#10#women#1#Canada#CA#CA#60#-96#CA;
https://kitchener.ctvnews.ca/in-my-heart-i-wanted-to-be-here-brantford-s-police-chief-speaks-at-anti-racism-rally-1.4981454,"KILL#200##4#Brantford, Ontario, Canada#CA#CA08#43.1333#-80.2667#-561588;KILL#9##1#Canada#CA#CA#60#-96#CA;CRISISLEX_T03_DEAD#9##1#Canada#CA#CA#60#-96#CA;PROTEST#2000##1#Canada#CA#CA#60#-96#CA;PROTEST#2000##1#Canada#CA#CA#60#-96#CA;"
https://canadiandimension.com/articles/view/so-now-what-from-inconvenient-to-uncomfortable-truths,"KILL#2000##4#Vancouver, British Columbia, Canada#CA#CA02#49.25#-123.133#-575268;PROTEST#2000##4#Vancouver, British Columbia, Canada#CA#CA02#49.25#-123.133#-575268;"
http://www.kelownadailycourier.ca/news/national_news/article_d67c61e4-8523-5927-975f-4fa9450bbfd9.html,KILL#3#Indigenous#1#Canada#CA#CA#60#-96#CA;CRISISLEX_T03_DEAD#3#Indigenous#1#Canada#CA#CA#60#-96#CA;
https://www.cbc.ca/news/canada/kitchener-waterloo/indigenous-activists-idle-no-more-black-lives-matter-1.5599669,KILL#3#Indigenous#1#Canada#CA#CA#60#-96#CA;CRISISLEX_T03_DEAD#3#Indigenous#1#Canada#CA#CA#60#-96#CA;
https://www.680news.com/2020/06/16/indigenous-peoples-in-u-s-stand-with-blm-but-await-their-own-reckoning/,PROTEST#2##1#Canada#CA#CA#60#-96#CA;KILL#2##1#Canada#CA#CA#60#-96#CA;
http://www.pgfreepress.com/federal-harris-misses-williams-lake-forum/,KILL#96#Canadian soldiers#1#Canada#CA#CA#60#-96#CA;CRISISLEX_CRISISLEXREC#96#Canadian soldiers#1#Canada#CA#CA#60#-96#CA;CRISISLEX_T02_INJURED#96#Canadian soldiers#1#Canada#CA#CA#60#-96#CA;CRISISLEX_T03_DEAD#96#Canadian soldiers#1#Canada#CA#CA#60#-96#CA;CRISISLEX_T03_DEAD#96#Canadian soldiers#1#Canada#CA#CA#60#-96#CA;
https://www.theguardian.pe.ca/news/local/were-angry-and-were-grieving-hard-delegation-from-black-cultural-society-of-pei-calls-for-review-of-existing-legislation-policies-457135/,KILL#20##1#Canada#CA#CA#60#-96#CA;CRISISLEX_T03_DEAD#20##1#Canada#CA#CA#60#-96#CA;
https://www.theglobeandmail.com/politics/article-ontario-announces-new-plan-for-child-welfare-system/,"KILL#11#Indigenous children#4#Toronto, Ontario, Canada#CA#CA08#43.6667#-79.4167#-574890;CRISISLEX_T03_DEAD#11#Indigenous children#4#Toronto, Ontario, Canada#CA#CA08#43.6667#-79.4167#-574890;"
https://muse.jhu.edu/article/209997,MOVEMENT_GENERAL#2014##1#Canada#CA#CA#60#-96#CA;TAX_FNCACT_ACTIVISTS#2014##1#Canada#CA#CA#60#-96#CA;KILL#5##1#Canada#CA#CA#60#-96#CA;CRISISLEX_T03_DEAD#5##1#Canada#CA#CA#60#-96#CA;CRISISLEX_T03_DEAD#5##1#Canada#CA#CA#60#-96#CA;
https://medicinehatnews.com/news/national-news/2020/10/04/joyce-echaquans-death-highlights-systemic-racism-in-health-care-experts-say/,"KILL#7##4#Quebec, Quebec, Canada#CA#CA10#47.5#-72#-571850;CRISISLEX_T03_DEAD#7##4#Quebec, Quebec, Canada#CA#CA10#47.5#-72#-571850;"
https://www.ibtimes.com/kelly-fraser-dead-26-singers-cause-death-remains-unknown-2893164,KILL#26##1#Canada#CA#CA#60#-96#CA;CRISISLEX_T03_DEAD#26##1#Canada#CA#CA#60#-96#CA;
https://www.theglobeandmail.com/canada/article-nova-scotia-premier-rejects-pulp-mills-request-to-keep-dumping-waste/,"AFFECT#2000000##4#Pictou, Nova Scotia, Canada#CA#CA07#45.6667#-62.7#-571268;KILL#2000#jobs#4#Pictou, Nova Scotia, Canada#CA#CA07#45.6667#-62.7#-571268;"
https://scrubsmag.com/nurse-fired-after-insulting-dying-indigenous-woman-screaming-for-help/,KILL#7##1#Canada#CA#CA#60#-96#CA;CRISISLEX_T03_DEAD#7##1#Canada#CA#CA#60#-96#CA;
https://www.fox10phoenix.com/news/navajo-nation-leaders-commend-new-laws-to-address-crisis-of-missing-and-murdered-indigenous-women,"AFFECT#2#laws#1#Canada#CA#CA#60#-96#CA;KILL#10##2#North Dakota, United States#US#USND#47.5362#-99.793#ND;AFFECT#712##2#Alaska, United States#US#USAK#61.385#-152.268#AK;"
https://www.msn.com/en-ca/news/canada/george-floyd-protests-anti-racism-demonstrations-set-to-continue-across-canada/ar-BB157SbI,"KILL#8##4#Ottawa, Ontario, Canada#CA#CA08#45.4167#-75.7#-570760;CRISISLEX_T03_DEAD#8##4#Ottawa, Ontario, Canada#CA#CA08#45.4167#-75.7#-570760;ARREST#8##4#Ottawa, Ontario, Canada#CA#CA08#45.4167#-75.7#-570760;CRISISLEX_CRISISLEXREC#8##4#Ottawa, Ontario, Canada#CA#CA08#45.4167#-75.7#-570760;PROTEST#2000##4#Toronto, Ontario, Canada#CA#CA08#43.6667#-79.4167#-574890;TAX_FNCACT_DEMONSTRATORS#2000##4#Toronto, Ontario, Canada#CA#CA08#43.6667#-79.4167#-574890;"
https://www.theglobeandmail.com/canada/article-rcmp-killings-of-indigenous-people-intensify-calls-for-police-reform/,"KILL#6#Indigenous#4#Edmundston, New Brunswick, Canada#CA#CA04#47.3667#-68.3333#-564067;CRISISLEX_T03_DEAD#6#Indigenous#4#Edmundston, New Brunswick, Canada#CA#CA04#47.3667#-68.3333#-564067;"
https://panow.com/2020/06/17/police-shootings-new-brunswick-premier-to-meet-with-first-nations-chiefs/,KILL#2##1#Canada#CA#CA#60#-96#CA;
https://medicinehatnews.com/news/national-news/2020/10/11/quebec-police-say-suspect-arrested-after-two-children-found-dead-in-wendake/,"KILL#2#children#1#Canada#CA#CA#60#-96#CA;CRISISLEX_CRISISLEXREC#2#children#1#Canada#CA#CA#60#-96#CA;CRISISLEX_T02_INJURED#2#children#1#Canada#CA#CA#60#-96#CA;CRISISLEX_T03_DEAD#2#children#1#Canada#CA#CA#60#-96#CA;CRISISLEX_T03_DEAD#2#children#1#Canada#CA#CA#60#-96#CA;KILL#2##4#Quebec, Quebec, Canada#CA#CA10#47.5#-72#-571850;"
https://www.chrisd.ca/2020/01/17/jaeda-vanderwal-indigenous-woman-family-probe-death/,"KILL#2##4#Winnipeg, Manitoba, Canada#CA#CA03#49.8833#-97.1667#-576096;CRISISLEX_T03_DEAD#2##4#Winnipeg, Manitoba, Canada#CA#CA03#49.8833#-97.1667#-576096;"
https://www.cbc.ca/news/canada/new-brunswick/ned-bear-wood-carvings-1.5409472,KILL#65##1#Canada#CA#CA#60#-96#CA;CRISISLEX_T03_DEAD#65##1#Canada#CA#CA#60#-96#CA;
https://medicinehatnews.com/news/national-news/2020/01/16/family-of-indigenous-woman-critical-of-winnipeg-police-probe-into-her-death/,"KILL#2##4#Winnipeg, Manitoba, Canada#CA#CA03#49.8833#-97.1667#-576096;CRISISLEX_T03_DEAD#2##4#Winnipeg, Manitoba, Canada#CA#CA03#49.8833#-97.1667#-576096;"
https://www.castanet.net/news/Canada/312472/Advocates-marking-MMIW-remembrance-day-note-death-of-Indigenous-woman-in-hospital,"KILL#70##4#Montreal, Quebec, Canada#CA#CA10#45.5#-73.5833#-569541;CRISISLEX_T03_DEAD#70##4#Montreal, Quebec, Canada#CA#CA10#45.5#-73.5833#-569541;"
https://www.theglobeandmail.com/opinion/article-reconciliation-isnt-dead-it-never-truly-existed/,"KILL#2013##1#Canada#CA#CA#60#-96#CA;KILL#2000##1#Canada#CA#CA#60#-96#CA;ARREST#2013#folks#4#Kingfisher Lake, Ontario, Canada#CA#CA08#53.0833#-89.8333#-567274;"
https://ottawacitizen.com/opinion/columnists/morley-whats-the-future-for-a-canadian-child-born-in-2020,KILL#24000#children#1#Canada#CA#CA#60#-96#CA;CRISISLEX_T03_DEAD#24000#children#1#Canada#CA#CA#60#-96#CA;
https://www.castanetkamloops.net/news/BC/488660/First-Nations-leader-says-little-change-for-women-s-safety-since-Pickton-murders,"KILL#49##4#Port Coquitlam, British Columbia, Canada#CA#CA02#49.2667#-122.783#-571568;CRISISLEX_T03_DEAD#49##4#Port Coquitlam, British Columbia, Canada#CA#CA02#49.2667#-122.783#-571568;"
https://lethbridgeherald.com/news/national-news/2020/01/16/family-of-indigenous-woman-critical-of-winnipeg-police-probe-into-her-death/,"KILL#2##4#Winnipeg, Manitoba, Canada#CA#CA03#49.8833#-97.1667#-576096;CRISISLEX_T03_DEAD#2##4#Winnipeg, Manitoba, Canada#CA#CA03#49.8833#-97.1667#-576096;"
https://www.theglobeandmail.com/politics/article-rcmp-commissioner-faces-grilling-on-systemic-racism/,"KILL#36##4#Toronto, Ontario, Canada#CA#CA08#43.6667#-79.4167#-574890;"
https://www.theglobeandmail.com/politics/article-rcmp-commissioner-seeks-to-revive-morale-among-mounties/,KILL#61#shot#1#Canada#CA#CA#60#-96#CA;KILL#61#shot#1#Canada#CA#CA#60#-96#CA;
https://lethbridgeherald.com/news/national-news/2020/01/06/poems-by-man-who-killed-indigenous-woman-removed-from-parliamentary-website/,KILL#2#poems#1#Canada#CA#CA#60#-96#CA;CRISISLEX_T03_DEAD#2#poems#1#Canada#CA#CA#60#-96#CA;
https://www.prokerala.com/news/articles/a1078009.html,KILL#19##1#Canada#CA#CA#60#-96#CA;CRISISLEX_T03_DEAD#19##1#Canada#CA#CA#60#-96#CA;
https://www.bbc.co.uk/news/world-us-canada-53954965,"KILL#19##4#Montreal, Quebec, Canada#CA#CA10#45.5#-73.5833#-569541;CRISISLEX_T03_DEAD#19##4#Montreal, Quebec, Canada#CA#CA10#45.5#-73.5833#-569541;"
https://www.castanet.net/news/Canada/302965/Metis-minister-revolted-by-police-brutality-against-indigenous,"KILL#2#indigenous#4#Edmundston, New Brunswick, Canada#CA#CA04#47.3667#-68.3333#-564067;CRISISLEX_CRISISLEXREC#2#indigenous#4#Edmundston, New Brunswick, Canada#CA#CA04#47.3667#-68.3333#-564067;CRISISLEX_T02_INJURED#2#indigenous#4#Edmundston, New Brunswick, Canada#CA#CA04#47.3667#-68.3333#-564067;CRISISLEX_T03_DEAD#2#indigenous#4#Edmundston, New Brunswick, Canada#CA#CA04#47.3667#-68.3333#-564067;CRISISLEX_T03_DEAD#2#indigenous#4#Edmundston, New Brunswick, Canada#CA#CA04#47.3667#-68.3333#-564067;"
https://www.castanet.net/edition/news-story-278136-4-.htm,KILL#2000##1#Canada#CA#CA#60#-96#CA;CRISISLEX_T03_DEAD#2000##1#Canada#CA#CA#60#-96#CA;
https://www.theglobeandmail.com/canada/alberta/article-kenney-rejects-ndp-call-to-fire-speech-writer-who-called-residential/,KILL#2000#children#1#Canada#CA#CA#60#-96#CA;CRISISLEX_T03_DEAD#2000#children#1#Canada#CA#CA#60#-96#CA;KILL#800#children#1#Canada#CA#CA#60#-96#CA;CRISISLEX_T03_DEAD#800#children#1#Canada#CA#CA#60#-96#CA;KILL#800##1#Canada#CA#CA#60#-96#CA;KILL#600##1#Canada#CA#CA#60#-96#CA;CRISISLEX_T03_DEAD#600##1#Canada#CA#CA#60#-96#CA;
https://www.cbc.ca/books/21-middle-grade-and-ya-books-to-read-in-spring-2020-1.5497317,"AFFECT#9#Auntieis#1#Canada#CA#CA#60#-96#CA;KILL#7##4#Toronto, Ontario, Canada#CA#CA08#43.6667#-79.4167#-574890;"
https://www.theglobeandmail.com/canada/article-newfoundland-and-labrador-reinstates-aquaculture-licences-after-mass/,KILL#6000000#salmon#1#Canada#CA#CA#60#-96#CA;CRISISLEX_T03_DEAD#6000000#salmon#1#Canada#CA#CA#60#-96#CA;
https://theturtleislandnews.com/index.php/2020/06/23/senate-committee-says-beyak-has-learned-recommends-suspension-be-rescinded/,KILL#2000##1#Canada#CA#CA#60#-96#CA;CRISISLEX_T03_DEAD#2000##1#Canada#CA#CA#60#-96#CA;
https://edmontonsun.com/news/national/canadians-killed-in-iran-plan-crash-include-university-profs-students/wcm/56e97dcf-ab4e-4a1f-9436-7f8494dd86a5,"KILL#63#Canadians#1#Iran#IR#IR#32#53#IR;CRISISLEX_T03_DEAD#63#Canadians#1#Iran#IR#IR#32#53#IR;KILL#737##1#Ukraine#UP#UP#49#32#UP;CRISISLEX_T03_DEAD#737##1#Ukraine#UP#UP#49#32#UP;KILL#30#Edmontonians#4#Tehran, Tehran, Iran#IR#IR26#35.75#51.5148#10074674;CRISISLEX_T03_DEAD#30#Edmontonians#4#Tehran, Tehran, Iran#IR#IR26#35.75#51.5148#10074674;AFFECT#1##1#Iran#IR#IR#32#53#IR;KILL#4##4#London, London, City Of, United Kingdom#UK#UKH9#51.5#-0.116667#-2601889;CRISISLEX_CRISISLEXREC#4##4#London, London, City Of, United Kingdom#UK#UKH9#51.5#-0.116667#-2601889;CRISISLEX_T02_INJURED#4##4#London, London, City Of, United Kingdom#UK#UKH9#51.5#-0.116667#-2601889;CRISISLEX_T03_DEAD#4##4#London, London, City Of, United Kingdom#UK#UKH9#51.5#-0.116667#-2601889;CRISISLEX_T03_DEAD#4##4#London, London, City Of, United Kingdom#UK#UKH9#51.5#-0.116667#-2601889;KILL#268#Canadians#1#Canada#CA#CA#60#-96#CA;KILL#30##1#Canada#CA#CA#60#-96#CA;CRISISLEX_T03_DEAD#30##1#Canada#CA#CA#60#-96#CA;KILL#268#Canadians#1#Iran#IR#IR#32#53#IR;CRISISLEX_T03_DEAD#268#Canadians#1#Iran#IR#IR#32#53#IR;KILL#67#Canadians#1#Canada#CA#CA#60#-96#CA;CRISISLEX_T03_DEAD#67#Canadians#1#Canada#CA#CA#60#-96#CA;KILL#63#Canadians#1#India#IN#IN#20#77#IN;CRISISLEX_T03_DEAD#63#Canadians#1#India#IN#IN#20#77#IN;KILL#58#Canadians#4#London, London, City Of, United Kingdom#UK#UKH9#51.5#-0.116667#-2601889;CRISISLEX_T03_DEAD#58#Canadians#4#London, London, City Of, United Kingdom#UK#UKH9#51.5#-0.116667#-2601889;KILL#48#Canadians#1#Canada#CA#CA#60#-96#CA;CRISISLEX_T03_DEAD#48#Canadians#1#Canada#CA#CA#60#-96#CA;KILL#47#Canadians#1#Canada#CA#CA#60#-96#CA;CRISISLEX_T03_DEAD#47#Canadians#1#Canada#CA#CA#60#-96#CA;KILL#32#Canadians#1#Canada#CA#CA#60#-96#CA;CRISISLEX_T03_DEAD#32#Canadians#1#Canada#CA#CA#60#-96#CA;"
https://www.niagarafallsreview.ca/opinion/contributors/2020/07/07/indigenous-peoples-are-more-than-feathers-and-drums.html,KILL#2014##1#Canada#CA#CA#60#-96#CA;
https://edmonton.ctvnews.ca/fort-chipewyan-s-stop-signs-now-in-cree-dene-and-english-1.5209982,KILL#89#students#1#Canada#CA#CA#60#-96#CA;CRISISLEX_T03_DEAD#89#students#1#Canada#CA#CA#60#-96#CA;
https://www.sapiens.org/language/language-revitalization/,KILL#2014##1#Bolivia#BL#BL#-17#-65#BL;CRISISLEX_T03_DEAD#2014##1#Bolivia#BL#BL#-17#-65#BL;PROTEST#30#group gathered#1#New Zealand#NZ#NZ#-42#174#NZ;TAX_FNCACT_ACTIVIST#30#group gathered#1#New Zealand#NZ#NZ#-42#174#NZ;PROTEST#6#Daniel B xF#1#Canada#CA#CA#60#-96#CA;TAX_FNCACT_ACTIVIST#6#Daniel B xF#1#Canada#CA#CA#60#-96#CA;
https://www.cbc.ca/radio/unreserved/death-and-dying-how-indigenous-communities-grieve-survive-and-thrive-1.5441767,"KILL#4##4#Toronto, Ontario, Canada#CA#CA08#43.6667#-79.4167#-574890;CRISISLEX_T03_DEAD#4##4#Toronto, Ontario, Canada#CA#CA08#43.6667#-79.4167#-574890;"
https://ca.news.yahoo.com/awards-created-memory-young-b-173048209.html,"KILL#157##4#Addis Ababa, (Et10), Ethiopia#ET#ET10#9.03333#38.7#-603097;PROTEST#30##1#Canada#CA#CA#60#-96#CA;"
https://www.thestar.com/news/canada/2020/01/17/teen-in-government-care-believed-to-have-frozen-to-death-in-alberta.html,"KILL#58##4#Rocky Mountain House, Alberta, Canada#CA#CA01#52.3667#-114.917#-572408;WOUND#11##4#Rocky Mountain House, Alberta, Canada#CA#CA01#52.3667#-114.917#-572408;CRISISLEX_CRISISLEXREC#11##4#Rocky Mountain House, Alberta, Canada#CA#CA01#52.3667#-114.917#-572408;CRISISLEX_C03_WELLBEING_HEALTH#11##4#Rocky Mountain House, Alberta, Canada#CA#CA01#52.3667#-114.917#-572408;CRISISLEX_T02_INJURED#11##4#Rocky Mountain House, Alberta, Canada#CA#CA01#52.3667#-114.917#-572408;"
http://www.kelownadailycourier.ca/news/national_news/article_868873e6-77f8-5c15-a4c5-c22e10467fe5.html,KILL#2000000000#und established#1#Canada#CA#CA#60#-96#CA;
https://www.niagarafallsreview.ca/ts/news/canada/2020/09/07/it-is-urgent-mmiwg-commissioner-calls-for-indigenous-bodies-to-oversee-police-in-canada.html,"ARREST#9#Floyd#1#United States#US#US#39.828175#-98.5795#US;CRISISLEX_CRISISLEXREC#9#Floyd#1#United States#US#US#39.828175#-98.5795#US;KILL#2#Indigenous#4#Quebec, Quebec, Canada#CA#CA10#47.5#-72#-571850;CRISISLEX_T03_DEAD#2#Indigenous#4#Quebec, Quebec, Canada#CA#CA10#47.5#-72#-571850;"
https://infotel.ca/newsitem/kenney-indigenous/cp1697227425,KILL#2000000000#und established#1#Canada#CA#CA#60#-96#CA;
https://theconversation.com/residential-school-literature-can-teach-the-colonial-present-and-imagine-better-futures-120383,AFFECT#7#Indigenous young#1#Canada#CA#CA#60#-96#CA;KILL#7#youth#1#Canada#CA#CA#60#-96#CA;KILL#9##1#Canada#CA#CA#60#-96#CA;
https://globalnews.ca/news/7065708/roy-little-chief-siksika-first-nation-dead/,"KILL#81##4#Queens, New Brunswick, Canada#CA#CA04#45.8333#-66#-571868;CRISISLEX_T03_DEAD#81##4#Queens, New Brunswick, Canada#CA#CA04#45.8333#-66#-571868;"
https://globalnews.ca/news/6285980/sask-first-nations-child-welfare/,"KILL#25#children#4#Ottawa, Ontario, Canada#CA#CA08#45.4167#-75.7#-570760;CRISISLEX_T03_DEAD#25#children#4#Ottawa, Ontario, Canada#CA#CA08#45.4167#-75.7#-570760;CRISISLEX_T03_DEAD#25#children#4#Ottawa, Ontario, Canada#CA#CA08#45.4167#-75.7#-570760;KILL#25#children#4#Ottawa, Ontario, Canada#CA#CA08#45.4167#-75.7#-570760;CRISISLEX_T03_DEAD#25#children#4#Ottawa, Ontario, Canada#CA#CA08#45.4167#-75.7#-570760;CRISISLEX_T03_DEAD#25#children#4#Ottawa, Ontario, Canada#CA#CA08#45.4167#-75.7#-570760;"
https://globalnews.ca/news/10516673/robert-picton-victims/,"KILL#49##4#Port Coquitlam, British Columbia, Canada#CA#CA02#49.2667#-122.783#-571568;CRISISLEX_T03_DEAD#49##4#Port Coquitlam, British Columbia, Canada#CA#CA02#49.2667#-122.783#-571568;PROTEST#53#Families#4#Port Coquitlam, British Columbia, Canada#CA#CA02#49.2667#-122.783#-571568;"
https://bc.ctvnews.ca/it-hurts-first-nations-leader-says-little-change-for-women-s-safety-since-pickton-murders-1.6896051,"KILL#49##4#Port Coquitlam, British Columbia, Canada#CA#CA02#49.2667#-122.783#-571568;CRISISLEX_T03_DEAD#49##4#Port Coquitlam, British Columbia, Canada#CA#CA02#49.2667#-122.783#-571568;"
https://saskatoon.ctvnews.ca/fsin-calls-for-1-8-b-to-implement-child-welfare-bill-1.4762121,KILL#8000000000##1#Canada#CA#CA#60#-96#CA;
http://theconcordian.com/2020/10/putting-the-lib-in-glib/,KILL#10##1#Canada#CA#CA#60#-96#CA;CRISISLEX_T03_DEAD#10##1#Canada#CA#CA#60#-96#CA;
https://www.cbc.ca/news/politics/miller-fishery-dispute-1.5763402,"KILL#200##4#Ottawa, Ontario, Canada#CA#CA08#45.4167#-75.7#-570760;CRISISLEX_CRISISLEXREC#200##4#Ottawa, Ontario, Canada#CA#CA08#45.4167#-75.7#-570760;CRISISLEX_T02_INJURED#200##4#Ottawa, Ontario, Canada#CA#CA08#45.4167#-75.7#-570760;CRISISLEX_T03_DEAD#200##4#Ottawa, Ontario, Canada#CA#CA08#45.4167#-75.7#-570760;CRISISLEX_T03_DEAD#200##4#Ottawa, Ontario, Canada#CA#CA08#45.4167#-75.7#-570760;ARREST#2014##1#Canada#CA#CA#60#-96#CA;CRISISLEX_C07_SAFETY#2014##1#Canada#CA#CA#60#-96#CA;"
https://www.thewhig.com/news/local-news/lovelace-featured-at-first-of-four-queens-indigenous-solidarity-conversations,KILL#4##1#Canada#CA#CA#60#-96#CA;
http://www.carillonregina.com/round-dance-held-to-remind-administration-who-they-harmed-with-clarke-invitation/,"KILL#12##4#Saskatchewan, Manitoba, Canada#CA#CA03#52.15#-97.7167#-575075;"
https://www.humboldtjournal.ca/joyce-echaquan-s-death-highlights-systemic-racism-in-health-care-experts-say-1.24214944,"KILL#7##4#Quebec, Quebec, Canada#CA#CA10#47.5#-72#-571850;CRISISLEX_T03_DEAD#7##4#Quebec, Quebec, Canada#CA#CA10#47.5#-72#-571850;"
https://infotel.ca/newsitem/mba-death-investigation/cp361587624,"KILL#2##4#Winnipeg, Manitoba, Canada#CA#CA03#49.8833#-97.1667#-576096;CRISISLEX_T03_DEAD#2##4#Winnipeg, Manitoba, Canada#CA#CA03#49.8833#-97.1667#-576096;"
